"name","order_id"
"Large Italian American on thin crust.",2519
"2 liter bottle of Coke",2521
"Philly cheese steak with fries , 30 wings half ranch and the other half teriyaki",2522
"la fresco sandwich with chips",2523
"Greek salad",2526
"side of bacon provolone fries",2527
"mr pibb",2527
"1)small bacon rancheros 
     -no onion
2) chicken nachos
Jordan deliver please!:)",2528
"Medium pie extra cheese and banana peppers on everything, half bacon, half ham pineapple. 20 oz coke",2529
"2 garlic sauces",2529
"Chicken parm pie calzone with fried chicken and large Italian American pizza",2531
"Large pepperoni pizza with extra cheese. Please leave uncut.",2521
"Pizza sub with fries. Also a large bacon rancheros pizza",2525
"pizza sub with no onions",2527
"Philly chz steak add jalape}os with chips 

Side of  spicy teriyaki 

12 spicy teriyaki wings with blue chz

2 xtra blue chz

Mozzarella sticks

Mozzarel",2523
"Large 1/2 Italian American and 1/2 Zeus",2524
"For",2528
"1 large pepperoni and onion with jalapeños on half.",2533
"1 order of chicken nuggets, 1 order of mozzarella sticks",2535
"1 order of 10 lemon pepper wings with blue cheese dipping sauce. 1 order of cinnastix. 1 Zeus calzone.",2538
"Meaty and beefy fat boy
Chocolate balls
2 liter Coke",2539
"1 large pepperoni sausage and banana pepper pizza",2552
"Large Italian American
Side salad w/ spicy dressing",2557
"Two calzones.  Both with pepperoni, sausage, and artichoke.",2560
"St nick large deep dish
Black olives
Basil
Garlic
Green",2564
"peppers
Jalapeños
Red onion
Pineapple
Feta
Spinach
Ham
Bacom
N",2564
"May I order a large Margherita pizza, an order of Mac and cheese bites, and twenty wings, 10 lemon pepper and 10 teriyaki with ranch. Thanks!",2581
"Da dougie with no green peppers or onions",2583
"One large pepperoni pizza",2586
"Large pizza. Pepperoni onions banana peppers green peppers mushrooms",2587
"Philly cheese steak. No onions. No peppers. Extra cheese.",2588
"With fries",2588
"One large Zeus",2589
"Add anchovies to the whole pie",2589
"Mozzarella stix",2589
"Greek salad no olives

Calzone with pepperoni sausage mushroom and broccoli 

Calzone with pepperoni sausage feta and spinach",2595
"Italian American calzone; Italian stallion sandwich, no vinegar, no tomato; 30 wings-10 hot garlic, 10 Cajun, 10 hot",2603
"2015",2604
"Large cheese. 1/2 black olives and jalapeño 

Small capriccio",2604
"Calzone with spinach onions tomatoes and fresh moz",2607
"Small pepperoni pizza and italian sub hot with no pepperoni basil or mozzarella. Add hot peppers",2613
"Large bacon rancheros pizza",2617
"Large pizza, half cheese, half sausage and cheese.",2622
"Large Italian American on thin crust",2623
"1 large meaty and beefy pizza and 1 ny chopped salad with ranch and italian dressing",2624
"1 large pepperoni and onion with jalapeños on half.",2626
"Medium half pepperoni half Hawaiian",2627
"Small cheese pizza plus feta, tomatoes and banana peppers",2630
"Large pepperoni pizza and an order of mozrealla sticks",2631
"2 Mozzerella Fresca No Pesto with Balsamic vinaigrette Both with chips.   1. Mozzerella Fresca No pesto and side of French Fries 1. 20 ounce sprite 1. 20",2632
"ounce coke. 1 side of garlic butter",2632
"Small pepperoni pizza with two sides of ranch",2633
"1 large pepperoni and sausage pizza and one capriccio calzone with no foil wrapping please.",2638
"Large Italian American",2648
"Large pepperoni and mushroom. Large banana pepper and sausage",2649
"Large meaty and beefy pizza, philly cheese steak sandwich with fries, and a chicken parm pie calzone with fries chicken",2654
"Is there a special",2664
"Special tonight?",2664
"10 wings ranch flavored
Philly cheese steak sandwich
Medium pizza half cheese and half meaty and beefy",2668
"Da dougie and a 2 liter of diet coke",2669
"Mozz sticks",2669
"(1) Calzone with Ham & Pineapple, (1) Rocky Balboa Calzone, (1) Zeppoles",2671
"10 wings, half lemon pepper, half honey BBQ with ranch and blue cheese; garden salad with ranch, mozzarella sticks, 2 liter coke, and zeppoles",2672
"A small pepperoni pizza with a side of ranch",2676
"Stallion with chips vinager on the side, 10 yaki wings with ranch sucka",2677
"Apartment 14E",2689
"Italian stallion with fries NO MAYO, Extra vinegar on the side. A 2 liter coke, Two orders of zeppoles, The club sandwich with chips.",2685
"Italian Stallion with FF side of garlic sauce, philly cheese steak add mushrooms with French fries",2689
"Italian stallion with fries NO MAYO, Extra vinegar on the side. A 2 liter coke, Two orders of zeppoles, The club sandwich with chips.",2688
"1 medium extra pepperoni and order teriyaki wings with ranch",2697
"Large pepperoni pizza with extra cheese. Please leave pizza uncut.",2698
"One large cheese pizza, one large Dinosaur BBQ pizza and a 2-liter sprite",2699
"Caesar salad with chicken,  mozzarella sticks,  philly cheese steak add mayo, with fries",2700
"Large cheese pizza extra sauce",2701
"Greek salad",2701
"One order of zeppoles",2702
"One calzone with pepperoni and bacon. One calzone with pepperoni, mushrooms, black olives and Italian sausage. 3 extra sauces!",2704
"Hey y'all, it's Miranda! Just wanted to say hey and I miss y'all! Hope y'all's night is awesome! I love y'all!:)",2705
"The NY style Parmesan sandwich fried with French fries and 2 sides of ranch.. And some ketchup! Thank you!",2706
"Calzone with mushroom, spinach chicken, bell pepper--pepperoni 10 inch pizza special --fried chicken salad extra onions  Ranch dressing --Grilled chicken",2716
"salad honey mustard dressing --gyro sandwich chicken --calzone with pepperoni sausage peppers & onion",2716
"Medium blto pizza, 10 hot bbq wings with ranch, 2 kids cheesy pitas",2718
"1 large cheese pizza",2721
"Medium half pepperoni half Italian American",2722
"10 Lemon pepper wings",2722
"Garlic rolls, large veggie delight pizza hold the peppers",2725
"large veggie delite and mozz sticks.",2726
"Zeppoles",2727
"Italian stallion",2727
"Veggie delight large",2728
"Calzone with pepperoni sausage green peppers and mushroom

Calzone with pepperoni sausage feta and spinach

Greek salad no olives",2729
"Small pepperoni pizza and an order of beef sliders with chesse and mayo on sliders",2731
"Calzone with feta, black olives, and pepperoni
And, a large pepperoni pizza.",2733
"Small cheese pizza. 10 wings half ranch half teriyaki. Cina stix",2735
"Large Cheese pizza",2742
"Philly cheese steak. No American cheese. Add provolone instead. Extra mayonnaise. Add fries. Kids cheesy pita.",2745
"Small dinosaur BBQ w/ no peppers
Lamb gyro no tomatoes 
Cannoli balls",2747
"30 wings half super extra crispy, half hot",2753
"Large Italian American with thin crust",2752
"30 wings. Lemon pepper, hot garlic and medium buffalo.",2757
"Large pizza",2757
"The pizza is a ranchzilla.",2757
"1 large cheese pizza",2758
"Da dougie, large margherita pizza,  and garlic rolls",2759
"Small cheese pizza, fried pickles, and two extra ranches",2760
"Italian stallion add mayo",2761
"Mozzarella sticks",2761
"Add black olives to Italian stallion",2761
"Clear",2761
"Italian stallion add mayo and black olives. Mozzarella sticks.",2762
"1 large pizza with sausage and pepperoni and 1 large pizza with sausage and mushrooms please.",2763
"50 wings. Fried crispy. Half medium and half teriyaki.",2770
"Philly cheese steak onions and mushrooms and Italian stallion hot",2766
"20 ranch flavored wings
Large pizza- half meaty and beefy half cheese
Philly cheesesteak sandwich",2767
"Large sausage and mushroom pizza.",2775
"10 honey BBQ wings, medium pizza with half cheese, half pepperoni, medium pizza with sausage, bacon, pepperoni.",2776
"Medium pie.....extra cheese, banana peppers, ham, pineapple, feta, 2 garlic sauces",2778
"Medium Pepperoni Pizza",2784
"10 hot wings HOT",2784
"2 liter of coke",2784
"1 large pepperoni and peppers.",2786
"1 Chef salad, no ham or bacon (extra turkey) with ranch dressing. 1 chef salad no mushrooms, no mozzarella cheese, add cheddar, with ranch. 1 order of Ch",2790
"eesey bread.",2790
"Medium pepperoni pizza with extra cheese. Please leave uncut.",2800
"1 George street sandwich

1 small bacon rancheros pizza with no onions and no peppers

1 order of cannoli balls",2801
"One large Zeus",2803
"One large pepperoni and mushroom",2803
"Mozzarella stix",2803
"Large pepperoni pizza, grilled chicken Parmesan sandwich, and 12 lemon pepper wings",2804
"Small pie, extra cheese, banana pepper, feta, ham, pineapple, 2 garlic sauces",2808
"Two orders of pickle spears , extra ranches , 20 oz coke",2811
"Greek Salad Pickup",2812
"Large Italian American with thin crust",2815
"Calzone-tomatoes,pepperoni,mushrooms,green peppers. Club sandwich with fries",2817
"One George street sandwich w/ chips & sweet tea",2821
"Teriyaki wings 10
Hot teriyaki wings 5
Hot wings 10
BBQ wings 5",2824
"2 pepperoni calzones
1 Italian American calzone 
10 plum wings",2827
"30 wings 10 dry rub ranch 10 hot teriyaki and 10 hot also a Greek salad",2829
"30 wings
-10 hot
-10 spicy teriyaki 
-10 honey BBQ
2 xtra ranch
2 xtra blue chz",2830
"Garlic rolls, medium veggie delight pizza hold the peppers",2832
"30 wings divided evenly between medium, dry ranch and honey bbq with 3 sides of ranch.   Also 2 orders of fries each with a side of ranch",2833
"20 wings",2837
"10 mild, 10 honey BBQ, ranch dip",2837
"20 wings.....10 teriyaki and 10 plum with ranch and blue cheese dressing",2839
"Medium pepperoni and pineapple pizza",2838
"Steak and cheese sub no peppers no onions with fries.  Ham sub plain just ham and bread with chips.  Bacon provolone fries. Large bacon and onion pizza.",2846
"Italian stallion with chips
Cheese bread with extra cheese",2847
"Large pepperoni mushroom banana peppers. Large Greek salad with no onions.",2848
"Small cheese pizza.",2848
"Large pizza half papperoni half extra cheese  double cut. Calzone with onions fresh moz tomatoes spinach",2849
"2 large pizzas, one half cheese, half pepperoni (double cut) and  1 with pepperoni and mushrooms",2850
"Philly cheese steak sub with fries and a side of fries with two ranches",2854
"Everything on the Philly",2854
"One George Street, one Italian Stallion with fries, and 10 wings, half honey bbq and half lemon pepper with ranch",2859
"Large Hawaiian pizza and a chicken Caesar salad with no Caesar dressing, and balsamic vinaigrette on the side",2858
